molecule_chembl_id,bioactivity_class,pIC50,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL1914665,active,8.397940008672037,CC[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,344.41800000000006,4.8937000000000035,3.0,4.0
CHEMBL1914655,active,7.2076083105017466,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(Br)cc1,409.2870000000001,5.266100000000003,3.0,4.0
CHEMBL1914654,active,8.42021640338319,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(F)cc1,348.3810000000001,4.642700000000002,3.0,4.0
CHEMBL1914660,active,8.045757490560675,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1cccc(F)c1,348.3810000000001,4.642700000000002,3.0,4.0
CHEMBL1914653,active,8.431798275933005,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,330.3910000000001,4.503600000000002,3.0,4.0
CHEMBL1914658,active,8.096910013008056,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1F,348.3810000000001,4.642700000000002,3.0,4.0
CHEMBL1914656,active,6.346787486224656,Cc1ccc([C@@H](C)Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cc1,344.41800000000006,4.812020000000003,3.0,4.0
CHEMBL1914661,active,7.022276394711152,Cc1cccc(C(C)Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)c1,344.41800000000006,4.812020000000004,3.0,4.0
CHEMBL1914659,active,7.769551078621726,Cc1ccccc1C(C)Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12,344.41800000000006,4.812020000000003,3.0,4.0
CHEMBL1914662,active,7.585026652029182,Oc1ccc(-c2cc3c(NCc4ccc(F)cc4)ncnc3[nH]2)cc1,334.354,4.081700000000002,3.0,4.0
CHEMBL1914664,active,7.2839966563652006,Oc1ccc(-c2cc3c(NCc4cccc(F)c4)ncnc3[nH]2)cc1,334.354,4.081700000000002,3.0,4.0
CHEMBL1914461,active,8.481486060122112,Oc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1,316.36400000000003,3.9426000000000023,3.0,4.0
CHEMBL1914663,active,7.346787486224656,Oc1ccc(-c2cc3c(NCc4ccccc4F)ncnc3[nH]2)cc1,334.354,4.081700000000002,3.0,4.0
CHEMBL3416599,active,6.617982957425132,Brc1cc2c(NCc3ccccc3)ncnc2s1,320.21500000000003,4.065900000000001,1.0,4.0
CHEMBL3416615,inactive,5.0,Brc1cc2c(NCc3cccnc3)ncnc2s1,321.20300000000003,3.4609000000000005,1.0,5.0
CHEMBL3416440,inactive,5.0,Brc1cc2c(Nc3cccc(OCc4ccccc4)c3)ncnc2s1,412.31200000000007,5.776400000000003,1.0,5.0
CHEMBL3416621,active,7.096910013008056,Brc1cc2c(Nc3ccccc3)ncnc2s1,306.18800000000005,4.197400000000002,1.0,4.0
CHEMBL2325098,active,6.1487416512809245,Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,427.34500000000014,6.9580000000000055,0.0,2.0
CHEMBL2325091,active,6.309803919971486,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,427.34500000000014,6.9580000000000055,0.0,2.0
CHEMBL381306,inactive,4.522878745280337,Brc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,383.249,4.569000000000003,2.0,5.0
CHEMBL382862,inactive,5.0,Brc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,369.22200000000004,4.700500000000003,2.0,5.0
CHEMBL554983,active,7.0835460514500745,Brc1cccc(Nc2[nH]cnc3c4ccccc4nc2-3)c1,339.1960000000001,4.568800000000002,2.0,3.0
CHEMBL423224,active,7.508638306165727,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,339.1960000000001,4.568800000000001,2.0,3.0
CHEMBL331417,inactive,4.0,Brc1cccc(Nc2cnc3ccccc3n2)c1,300.15900000000005,4.135900000000002,1.0,3.0
CHEMBL118482,inactive,5.0,Brc1cccc(Nc2cnnc3ccccc23)c1,300.15900000000005,4.135900000000002,1.0,3.0
CHEMBL39563,inactive,4.0,Brc1cccc(Nc2nccc3ccccc23)c1,299.17100000000005,4.740900000000003,1.0,2.0
CHEMBL1094423,inactive,3.6989700043360187,Brc1cccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)c1,393.2880000000002,5.249200000000003,2.0,3.0
CHEMBL72393,active,6.651695136951839,Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,343.22800000000024,4.342800000000002,2.0,3.0
CHEMBL5181237,active,8.424812155072338,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,289.136,3.4640000000000004,2.0,3.0
CHEMBL383614,active,6.0,Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,448.11800000000017,5.463000000000002,2.0,5.0
CHEMBL5198809,active,7.142667503568731,Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1,339.1960000000001,4.617200000000002,2.0,3.0
CHEMBL155100,active,6.565431095965801,Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,340.184,4.012200000000002,2.0,4.0
CHEMBL149512,active,6.130768280269024,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,340.18000000000006,4.882100000000002,1.0,4.0
CHEMBL356850,active,7.066006836168758,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,356.24800000000005,5.350600000000002,1.0,4.0
CHEMBL153409,active,6.135488918941608,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,357.23600000000005,4.745600000000001,1.0,5.0
CHEMBL346863,active,7.3979400086720375,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1,363.26500000000004,4.807100000000001,1.0,6.0
CHEMBL126384,active,8.268814292365999,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,457.3760000000004,4.055200000000002,2.0,7.0
CHEMBL126623,active,8.720105019988361,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,443.34900000000033,3.6651000000000016,2.0,7.0
CHEMBL126791,active,9.291196817055418,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,424.30600000000015,4.229600000000001,2.0,6.0
CHEMBL128987,active,8.489991487059765,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,429.3220000000003,3.2750000000000012,2.0,7.0
CHEMBL338114,active,9.040481623027002,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,410.2790000000001,3.9086,3.0,6.0
CHEMBL3806143,active,7.733298033115912,Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,501.38100000000054,4.008200000000002,1.0,8.0
CHEMBL36967,active,8.019996628416253,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,438.3290000000003,4.4494000000000025,2.0,5.0
CHEMBL40734,active,9.356547323513812,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,339.196,4.617200000000001,2.0,3.0
CHEMBL66031,active,11.096910013008056,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,340.184,4.012200000000001,2.0,4.0
CHEMBL39337,active,9.356547323513812,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,340.184,4.012200000000001,2.0,4.0
CHEMBL172652,active,8.387216143280265,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,341.172,3.4072000000000005,2.0,5.0
CHEMBL447331,active,9.36001575195841,Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,327.18500000000006,4.061400000000001,2.0,4.0
CHEMBL1198361,active,7.070581074285707,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCO4)c1,372.2220000000002,4.297200000000002,1.0,5.0
CHEMBL2087359,active,6.297569463554475,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCSCCCO4)c1,446.37000000000035,5.420500000000003,1.0,6.0
CHEMBL1198370,active,7.8371370066780734,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,358.19500000000016,3.9071000000000016,1.0,5.0
CHEMBL2087353,active,7.259637310505756,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCO4)c1,402.2480000000003,3.923700000000002,1.0,6.0
CHEMBL2087355,active,7.560667306169737,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,446.3010000000004,3.9403000000000024,1.0,7.0
CHEMBL2087356,active,7.560667306169737,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,462.3000000000004,3.871900000000002,1.0,8.0
CHEMBL2087357,active,6.298000525110363,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCSCCO4)c1,418.31600000000026,4.6403000000000025,1.0,6.0
CHEMBL93051,active,7.823908740944319,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,344.1680000000001,3.864600000000001,1.0,5.0
CHEMBL2087352,active,6.920818753952375,Brc1cccc(Nc2ncnc3cc4c(cc23)Oc2ccccc2O4)c1,406.23900000000015,6.033900000000002,1.0,5.0
CHEMBL1797418,active,7.110026361596004,Brc1cccc(Nc2ncnc3cc4c(ccn4CCCN4CCOCC4)cc23)c1,466.3830000000004,4.8129000000000035,1.0,5.0
CHEMBL40130,active,7.79997073344623,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,452.35600000000034,4.422800000000003,1.0,5.0
CHEMBL39355,active,7.367542707815276,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,467.3710000000004,4.207900000000002,1.0,6.0
CHEMBL38199,active,6.719991046891814,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,453.34400000000034,3.817800000000002,1.0,6.0
CHEMBL366580,active,9.468521082957745,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,340.184,4.012200000000001,2.0,4.0
CHEMBL63786,active,11.522878745280337,Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,350.21900000000005,5.289100000000002,1.0,3.0
CHEMBL173498,active,8.769551078621726,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,352.19500000000005,4.079100000000001,1.0,5.0
CHEMBL177053,active,7.356547323513812,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,357.23600000000005,4.745600000000001,1.0,5.0
CHEMBL137364,active,7.1938200260161125,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,456.34800000000035,4.247200000000003,2.0,7.0
CHEMBL424093,active,7.6020599913279625,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,433.31300000000016,6.115200000000003,2.0,5.0
CHEMBL138125,active,6.623423042943488,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,434.30100000000016,5.510200000000003,2.0,6.0
CHEMBL2425736,active,8.769551078621726,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,440.3890000000004,5.4238000000000035,2.0,5.0
CHEMBL2070198,active,7.008773924307505,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,477.36200000000036,5.909300000000003,2.0,6.0
CHEMBL2070197,active,6.200659450546418,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,449.3080000000003,5.476700000000002,2.0,6.0
CHEMBL153170,active,7.5376020021010435,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,340.1840000000001,4.012200000000001,2.0,4.0
CHEMBL5287505,active,6.919012953089113,Brc1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,357.2110000000002,3.940200000000001,2.0,5.0
CHEMBL153525,active,8.906578314837764,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,339.1960000000001,4.617200000000001,2.0,3.0
CHEMBL290096,active,7.568636235841013,Brc1cccc(Nc2ncnc3ccccc23)c1,300.15900000000005,4.135900000000001,1.0,3.0
CHEMBL54805,active,7.464262948269776,Brc1cccc(Nc2ncnc3cccnc23)c1,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL52665,active,7.452964100259989,Brc1cccc(Nc2ncnc3ccncc23)c1,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL272895,active,8.260032303240491,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1,457.37600000000043,4.055200000000002,2.0,7.0
CHEMBL271334,active,8.720105019988361,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,443.3490000000004,3.6651000000000016,2.0,7.0
CHEMBL272865,active,9.289967300934247,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,424.3060000000002,4.229600000000001,2.0,6.0
CHEMBL405398,active,8.489991487059765,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,429.32200000000034,3.2750000000000004,2.0,7.0
CHEMBL272187,active,9.040005161671584,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1,410.27900000000017,3.9086000000000007,3.0,6.0
CHEMBL345294,active,7.958607314841775,Brc1cccc(Nc2ncnc3ccsc23)c1,306.18800000000005,4.197400000000001,1.0,4.0
CHEMBL165574,active,8.462180904926726,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,443.3490000000004,3.6651000000000016,2.0,7.0
CHEMBL417420,active,8.533799897553262,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,444.3370000000004,3.0601000000000003,2.0,8.0
CHEMBL162981,active,8.267606240177031,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,424.3060000000002,4.229600000000001,2.0,6.0
CHEMBL51228,active,8.638272163982407,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,425.2940000000002,3.6246,2.0,7.0
CHEMBL162622,active,9.154901959985743,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,429.32200000000034,3.2750000000000012,2.0,7.0
CHEMBL294475,active,9.090016305060155,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,430.31000000000034,2.67,2.0,8.0
CHEMBL162142,active,8.450996737974211,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,410.27900000000017,3.9086,3.0,6.0
CHEMBL53426,active,9.599980364934842,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,411.26700000000017,3.3035999999999994,3.0,7.0
CHEMBL162223,active,8.332547047110046,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,421.3020000000002,4.580500000000002,2.0,6.0
CHEMBL271328,active,8.630042392653946,Brc1cccc(Nc2ncnc3cnc(NCCn4ccnc4)nc23)c1,411.26700000000017,3.2344999999999997,2.0,7.0
CHEMBL165508,active,8.139661993429007,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,407.27500000000015,4.538000000000001,2.0,6.0
CHEMBL51265,active,7.291196817055418,Brc1cccc(Nc2ncnc3cnccc23)c1,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL54475,active,6.16120441260318,Brc1cccc(Nc2ncnc3ncccc23)c1,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL4171764,active,8.58335949266172,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,360.28000000000026,5.076200000000002,1.0,4.0
CHEMBL355982,active,7.455931955649724,Brc1cccc(Nc2ncnc3sccc23)c1,306.18800000000005,4.197400000000001,1.0,4.0
CHEMBL326095,inactive,4.0,Brc1cccc(Nc2nncc3ccccc23)c1,300.15900000000005,4.135900000000001,1.0,3.0
CHEMBL119758,active,6.0,Brc1cccc(Nc2nnnc3ccccc23)c1,301.14700000000005,3.530900000000001,1.0,4.0
CHEMBL117710,active,6.121478204498794,Brc1cccc(Oc2ncnc3ccccc23)c1,301.14300000000003,4.184600000000002,0.0,3.0
CHEMBL4867893,active,7.054039296422431,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)C1,455.47400000000016,2.7882000000000007,2.0,5.0
CHEMBL4863088,active,7.471083299722345,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,425.4480000000001,2.779600000000001,2.0,4.0
CHEMBL4852264,active,7.413412695328245,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)[nH]c23)C1,457.46500000000015,3.3088000000000015,2.0,4.0
CHEMBL4857353,active,7.484126156288321,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5F)cc4)[nH]c23)CC1,489.4820000000002,3.838000000000002,2.0,4.0
CHEMBL4856592,active,7.294136287716081,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,483.52800000000025,3.5684000000000022,2.0,5.0
CHEMBL4875332,active,7.527243550682788,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,439.47500000000014,3.1697000000000015,2.0,4.0
CHEMBL4871192,active,7.511449283499555,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,453.5020000000002,3.559800000000002,2.0,4.0
CHEMBL4869409,active,7.787812395596042,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)CC1,471.4920000000002,3.698900000000002,2.0,4.0
CHEMBL4873984,active,6.982966660701219,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5OC)cc4)[nH]c23)C1,469.5010000000002,3.178300000000001,2.0,5.0
CHEMBL5187762,active,9.494850021680094,C#CC(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1,532.3590000000002,4.492600000000004,1.0,7.0
CHEMBL5567954,inactive,0.5810292757123542,C#CC(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,457.49000000000024,2.9355,1.0,7.0
CHEMBL378144,active,8.10790539730952,C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,368.1940000000001,3.1026000000000016,2.0,5.0
CHEMBL202360,active,8.667561540084394,C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,367.206,3.707600000000001,2.0,4.0
CHEMBL5400371,active,6.6777807052660805,C#CCCC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(NC(=O)CCCCc5cc5=O)c4)n3)c(OC)c2)CC1,643.1440000000002,5.323800000000004,2.0,9.0
CHEMBL590558,active,7.485452247339714,C#CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,413.88000000000017,5.746900000000004,1.0,5.0
CHEMBL591039,active,7.059981844992337,C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,399.8530000000001,5.356800000000003,1.0,5.0
CHEMBL592216,active,8.596879478824182,C#CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,385.8260000000001,4.966700000000003,1.0,5.0
CHEMBL592713,active,7.752026733638194,C#CCCCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,367.8360000000001,4.827600000000003,1.0,5.0
CHEMBL3786812,active,7.795880017344075,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,469.93300000000016,2.6129,2.0,7.0
CHEMBL5070579,active,7.650916831220409,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C,489.5840000000002,2.8316,3.0,9.0
CHEMBL5072451,active,8.01890657685407,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C,538.6560000000002,4.589800000000002,3.0,8.0
CHEMBL5094288,active,8.094743951251548,C#CCN1CCN(c2ccc(Nc3ncc4c(C)cc(=O)n(-c5cccc(NC(=O)C=C)c5)c4n3)c(OC)c2)CC1,549.6350000000002,3.721020000000002,2.0,8.0
CHEMBL3932578,active,7.301029995663981,C#CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,473.3600000000003,4.401600000000004,1.0,7.0
CHEMBL3092304,active,6.518557371497695,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,455.87700000000024,4.088300000000002,3.0,6.0
CHEMBL4855850,active,6.903089986991944,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,538.6090000000002,2.1640999999999995,3.0,9.0
CHEMBL1243316,active,7.521217132493401,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,477.9270000000002,4.758780000000003,3.0,6.0
CHEMBL597949,active,7.8297382846050425,C#CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,357.7720000000001,4.186500000000002,1.0,5.0
CHEMBL597948,active,7.586700235918748,C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,339.7820000000001,4.047400000000002,1.0,5.0
CHEMBL3787386,active,7.958607314841775,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,396.80900000000014,4.302400000000002,2.0,5.0
CHEMBL5798780,active,7.259637310505756,C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,399.4540000000001,4.4087200000000015,3.0,6.0
CHEMBL5995996,active,6.0,C#CCOc1cccc(Nc2ncc(F)c(Nc3cccc(C(=O)C=C(C)C)c3)n2)c1,416.45600000000013,5.263800000000003,2.0,6.0
CHEMBL4790568,active,8.13282724882135,C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,523.6410000000003,4.606000000000004,2.0,7.0
CHEMBL5934396,active,8.05551732784983,C#Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,440.50700000000023,2.963300000000001,2.0,4.0
CHEMBL5633106,active,6.959397659885927,C#Cc1cc(C=O)cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,421.45300000000026,3.217600000000002,1.0,8.0
CHEMBL65250,active,8.397940008672037,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,323.327,3.511000000000002,1.0,5.0
CHEMBL598798,active,7.540607512240769,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,452.4860000000002,4.337100000000003,3.0,7.0
CHEMBL3976961,active,7.0,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1O,450.49500000000023,3.903600000000002,4.0,8.0
CHEMBL3959043,active,7.0,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,466.51300000000026,4.727200000000003,3.0,7.0
CHEMBL3909900,active,7.0,C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,510.5660000000004,4.743800000000003,3.0,8.0
CHEMBL5633509,inactive,5.0,C#Cc1cc(O)cc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,409.44200000000023,3.1107000000000014,2.0,8.0
CHEMBL592860,active,6.0,C#Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,327.7460000000001,4.155800000000002,1.0,4.0
CHEMBL3416634,active,7.1487416512809245,C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,409.873,5.787700000000003,1.0,5.0
CHEMBL249509,active,6.896538377905295,C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,297.7200000000001,4.1472000000000016,1.0,3.0
CHEMBL3416629,active,7.585026652029182,C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,494.5800000000004,5.204300000000004,2.0,6.0
CHEMBL2047029,active,6.045757490560675,C#Cc1cccc(NC(=O)c2cc(OCCCCCCC(=O)NO)ccc2O)c1,396.44300000000004,3.4605000000000015,4.0,5.0
CHEMBL4440586,active,7.214670164989233,C#Cc1cccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)c1,329.3590000000001,3.8485800000000028,1.0,5.0
CHEMBL95320,active,6.070581074285707,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,417.46500000000026,3.8817800000000027,1.0,7.0
CHEMBL4637274,active,8.619788758288394,C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,432.5200000000003,5.408000000000003,3.0,5.0
CHEMBL1092250,active,7.721246399047171,C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,304.34900000000005,3.9769000000000023,1.0,4.0
CHEMBL1089203,active,7.522878745280337,C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1,392.4550000000002,4.010100000000003,1.0,6.0
CHEMBL3297892,active,7.522878745280337,C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1,263.29999999999995,3.564540000000002,1.0,4.0
CHEMBL520803,inactive,3.6989700043360187,C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccc4)cc23)c1,353.42900000000003,4.050200000000002,3.0,4.0
CHEMBL2335379,inactive,4.701146923590294,C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1,354.41700000000003,3.4452000000000016,3.0,5.0
CHEMBL1094475,inactive,4.2580609222708015,C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,408.2920000000001,5.162600000000002,3.0,4.0
CHEMBL2335017,inactive,3.6989700043360187,C#Cc1cccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c(CCc4ccccn4)cc23)c1,438.5350000000002,4.8476000000000035,3.0,5.0
CHEMBL3678948,active,8.522878745280337,C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,466.5930000000003,4.627500000000004,2.0,7.0
CHEMBL1096972,inactive,3.6989700043360187,C#Cc1cccc(Nc2ncnc3[nH]c(CCc4ccccc4)cc23)c1,338.41400000000004,4.468000000000003,2.0,3.0
CHEMBL1098440,inactive,3.5228787452803374,C#Cc1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,393.2770000000001,5.580400000000003,2.0,3.0
CHEMBL69966,active,7.3979400086720375,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,497.5590000000004,2.3927199999999997,4.0,7.0
